MasterDataType,MainOrganizationId,OrganizationMainIndex,OrganizationId,GovernmentOfficeOrganizationAffiliation,OrganizationName,Alias,UnifiedSocialCreditCode,OrganizationOperationStatus,OrganizationOperationStatusCode,SuperiorSupervisoryOrganization,SuperiorSupervisoryOrganizationMainIndex,EconomicType,EconomicTypeCode,CivilAdministrativeDivisionDistrictCounty,CivilAdministrativeDivisionDistrictCountyCode,CivilAdministrativeDivisionStreet,CivilAdministrativeDivisionStreetCode,DetailedAddress,GeographicalLongitude,GeographicalLatitude,OrganizationPostcode,OrganizationContactTelephone,OrganizationEmail,OrganizationWebsiteDomain,MedicalInstitutionPracticingLicenseRegistrationNumber,HealthInstitutionOrganizationCode,HealthInstitutionCategory,HealthInstitutionCategoryCode,SecondaryOrganizationName,SecondaryOrganizationMainIndexNumber,SecondaryOrganizationType,SecondaryOrganizationTypeCode,ThreeLevelAccreditationGradeOfChineseHospitalsGrade,ThreeLevelAccreditationGradeOfChineseHospitalsGradeCode,OrganizationClassificationManagementType,OrganizationClassificationManagementTypeCode,SuperiorOrganization,SuperiorOrganizationMainIndexNumber,PersonInChargeName,PersonInChargeTelephone
组织机构主数据,,440a5653-7b76-4e8f-b110-82c4e713b38c,500000057516,,四川美术学院大学城校区医务室,,,,,,,,,高新区,500133,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a148bdd4-87b9-4ec5-b72b-760a86ca0b3e,500000057518,,沙坪坝区体育运动学校医务室,,,,,,,,,沙坪坝区,500106,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,39aa69cc-3463-4ea0-a5d8-7e0d8980d54a,500000057520,,沙坪坝张军盲人医疗按摩所,,,,,,,,,沙坪坝区,500106,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a57bc161-f870-4051-a69d-d1ae7b8e6369,500000057522,,重庆德信家乐口腔门诊部,,,,,,,,,江北区,500105,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ec5d7762-2c72-40a2-9b64-a6dc5211f1e8,500000057552,,沙坪坝金龙口腔门诊部,,,,,,,,,沙坪坝区,500106,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,892e8881-ff71-432d-a755-b50accb2a00e,500000057554,,重庆亚美综合门诊部,,,,,,,,,沙坪坝区,500106,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b9343aa7-6e74-4318-b5df-a6c2a83a2114,500000057566,区级,合川区健康教育与信息管理中心,,,,,,,,,合川区,500117,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,83ea7116-770c-4ae2-a266-24c3e25a95bd,500000057582,,重庆时珍阁岐黄中医门诊部,,,,,,,,,渝中区,500103,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ad10a2e9-cc4a-4867-8bdd-dd06cbca9c3f,500000057584,,重庆市南川区南城街道庆岩社区卫生服务站,,,,,,,,,南川区,500119,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,cb630690-1099-4a96-8feb-3f96c93b1d26,500000057742,,重庆市南川区南城街道金佛社区大石卫生服务站,,,,,,,,,南川区,500119,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,752d24e0-bfcf-422a-bd41-d1b52fe0d7be,500000057744,,重庆市南川区南城街道松林居委黑石宝卫生室,,,,,,,,,南川区,500119,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,90dd4074-608c-41f9-9ea5-e93d36c29d1e,500000057748,,重庆市南川区南城街道田家社区马鞍山卫生服务站,,,,,,,,,南川区,500119,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,18a2cf7e-64be-42bd-8f33-e6186aa0a183,500000057756,,彭水第一中学校医务室,,,,,,,,,彭水苗族土家族自治县,500243,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5e681038-4b40-4ea1-baf2-440bcce5b105,500000057760,,重庆江津爱尔眼科医院,,,,,,,,,江津区,500116,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,086ec4e4-a23d-4cc6-9652-dc32a0edba13,500000057764,,江津华恩中医医院,,,,,,,,,江津区,500116,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,da7db578-5f36-4fd5-b79b-49eb6a7406dd,500000057766,,重庆和煦中西医结合门诊部,,,,,,,,,江北区,500105,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ffd1c0d0-ec4a-463f-a084-bc9ca2f14fad,500000057928,,南岸贝格口腔门诊部,,,,,,,,,南岸区,500108,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7fabe1e6-e2f2-4e11-a0ed-9bc955a42217,500000057940,区级,重庆市铜梁区安居镇龙兴村四社卫生点,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,97abfad4-a267-4511-9b79-4b61a24b14ce,500000057942,区级,重庆市铜梁区安居镇龙兴村十六社卫生点,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7150eff3-deab-44d7-8dae-026b36d8effc,500000057954,区级,重庆市铜梁区安居镇赛龙村卫生室,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1b0e2b14-89a5-45ff-9ca1-89716afa8a7a,500000057956,区级,重庆市铜梁区安居镇赛龙村八社卫生点,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,14c755f4-55be-42bf-bbed-4fb285f3e0b1,500000057962,区级,重庆市铜梁区安居镇玉顶村十三社卫生点,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,8663836f-29bd-4648-b1cc-33e83156a71e,500000057964,,南岸八益口腔门诊部,,,,,,,,,南岸区,500108,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7627ce94-75d7-4567-8caf-d97f85aa903a,500000058030,区级,重庆市铜梁区安居镇紫极村十八社卫生点,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,cbf3d7dc-8ea5-44bb-83f9-ac83d0d43101,500000058032,区级,重庆市铜梁区安居镇紫极村八社卫生点,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b09994be-ba93-4686-bc35-459718befdc7,500000058036,区级,重庆市铜梁区安居镇淘河村七社卫生点,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,0732af67-2e63-4efa-a8f0-a7ee2c6c426f,500000058042,区级,重庆市铜梁区安居镇杨乐村十六社卫生点,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,994cf3ba-60aa-48df-90a5-62e4f1e6f09b,500000058046,区级,重庆市铜梁区安居镇龙泉村一社卫生点,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,91c7569e-6af1-4e4c-b559-65d34dc2adce,500000058050,区级,重庆市铜梁区安居镇杨寿村七社卫生点,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,445682f4-10a9-4512-9a96-427f166a8f78,500000058072,,南岸瑞康综合门诊部,,,,,,,,,南岸区,500108,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c80a9472-bc4a-4a3a-880b-e2b407c7cbd0,500000058110,,重庆瑞升口腔弹子石门诊部,,,,,,,,,南岸区,500108,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f0c9d436-e396-4398-b58d-80a7b8b36701,500000058112,,南岸皓悦综合门诊部,,,,,,,,,南岸区,500108,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5a3f0762-052f-43ae-87a4-b4ee3c33f306,500000058144,区级,重庆市开州区丰乐街道迎华社区卫生服务站,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,bea2198f-9231-4a0d-9761-307c408050bc,500000058146,区级,重庆市开州区丰乐街道华联社区卫生服务站,,,,,,,,,开州区,500154,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,68f3a8a4-0474-4bbb-8240-b2602edbfe50,500000058152,,重庆江津川江医院,,,,,,,,,江津区,500116,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,d2767e7d-5e33-4b5a-9ff9-67d3d696a5b7,500000058154,区级,重庆市荣昌区昌州街道社区卫生服务中心,,,,,,,,,荣昌区,500153,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,e8b53d75-e72a-4109-bf93-00a774ea8888,500000058156,,黔江区濯水镇双龙村卫生室,,,,,,,,,黔江区,500114,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,547d66b3-20cf-43b6-9637-c886deaa1d2f,500000058190,,重庆市南川区石墙镇三合村三水卫生室,,,,,,,,,南川区,500119,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a63e6882-e737-4af1-94a6-14a26b555824,500000058194,,重庆市南川区南城街道三汇村卫生室,,,,,,,,,南川区,500119,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,45b23a1d-7efa-4d7b-9973-34a4e96dfc0b,500000058196,,重庆市南川区南城街道万隆村卫生室,,,,,,,,,南川区,500119,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5fb69ee9-4e67-4886-9fb9-d5456b6c6087,500000058198,,重庆市南川区冷水关镇冷水村卫生室,,,,,,,,,南川区,500119,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,3534bf58-c6e9-416b-887c-f7f3260d93c0,500000058210,,黔江区育才初级中学校医务室,,,,,,,,,黔江区,500114,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a68d6ec3-6f1d-439a-91c2-9e16d396d554,500000058214,,黔江骑士医院,,,,,,,,,黔江区,500114,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c28b4d77-97b8-4110-a777-fb6eb78e37af,500000058216,,重庆黔江武陵医院,,,,,,,,,黔江区,500114,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,2ccd6dc3-833e-4408-88ba-de76eaee4d73,500000058220,,重庆北碚爱尔眼科医院,,,,,,,,,北碚区,500109,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b76b52e1-f9bc-456b-8eea-79a9bb645cbb,500000058232,,黔江区鹅池镇社溪村卫生室,,,,,,,,,黔江区,500114,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fe4107a9-49e3-4991-93ca-10882c015907,500000058238,,涪陵唯康中医医院,,,,,,,,,涪陵区,500102,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,3caa09f9-159f-4bf8-b66a-ce34ab2e2a8c,500000058242,,重庆电信菲斯特实业有限公司医务室,,,,,,,,,九龙坡区,500107,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,73751192-16f5-4caa-b3aa-426883461e44,500000058288,,重庆维乐口腔医院管理有限公司江北口腔门诊部,,,,,,,,,江北区,500105,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,049087f1-3a7a-4355-aa7e-1f02f7fa3f23,500000058292,,重庆南渝口腔门诊部,,,,,,,,,巴南区,500113,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ecb88341-9804-4a7b-9f05-5b16f1d1b5f6,500000058302,,重庆锦美医疗美容门诊部,,,,,,,,,江北区,500105,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,bfb2a86c-9410-4569-978a-369b54402e03,500000058316,,重庆奥康中医院,,,,,,,,,万州区,500101,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1a06b7b6-7624-4b3a-b938-874848c23411,500000058328,,两江新区曾祥蓉中西医结合门诊部,,,,,,,,,北碚区,500109,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9f4df869-88de-4e0a-8328-ef69e09fd5ad,500000058332,,重庆全景红岭医学影像诊断中心,,,,,,,,,渝中区,500103,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5c70911d-71a1-4cd8-b91d-b83d199a466a,500000058340,,九龙坡近水肾安血液透析中心,,,,,,,,,九龙坡区,500107,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,64884f5d-a26c-4019-af41-78258135035b,500000058348,县级,垫江县桂阳社区卫生服务中心,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,98219fd5-f8cd-400a-83a8-23fe04e3bf1d,500000058398,,重庆仁品耳鼻喉医院,,,,,,,,,渝中区,500103,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,acc9a0ad-bfdd-4b2c-ae45-d663a9281eb9,500000058416,,重庆市轻工业学校医务室,,,,,,,,,北碚区,500109,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,8df4cf5c-0185-4b52-909d-b5c8b9b2506c,500000058418,,重庆市武隆博合中医医院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,65323347-88b0-41dc-bb7a-b1b835673e7d,500000058468,,华兰生物重庆市武隆区单采血浆站医务室,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,741d62fb-12fb-444f-a239-ad74ecb1b35b,500000058476,,重庆军美医疗美容医院,,,,,,,,,渝中区,500103,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b2218960-f31d-4a98-a7c4-7a3989dc31b3,500000058478,,重庆全景红岭麒麟门诊部,,,,,,,,,渝中区,500103,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,36085abd-3f4d-4a25-9737-5fe7c98bd69b,500000058488,,荣昌康弗尔医院,,,,,,,,,荣昌区,500153,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,cf3e8aef-4741-47ed-adf5-5966ca07fd65,500000058514,,重庆南岸骑龙山庄中医门诊部,,,,,,,,,南岸区,500108,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9005358d-6d4b-4a23-9b3d-a4d9f0d513ed,500000058522,,重庆美莱整形美容医院,,,,,,,,,江北区,500105,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,3fdc8340-5abf-420d-b727-19507cc8e426,500000058534,区级,重庆两江新区人和社区卫生服务中心,,,,,,,,,两江新区,500132,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,38344b19-4996-469f-ae54-44a16223d0b2,500000058536,,重庆盈田医院,,,,,,,,,北碚区,500109,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,feb6aa71-97fa-4e5a-a551-4f3366ecf8b4,500000058552,,重庆易和医院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,30d3ff6b-b436-4bd0-a52f-c70cc972e72a,500000058592,,重庆渝北铖加牙博士口腔门诊部,,,,,,,,,渝北区,500112,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5fa3dbbe-6e49-4f1c-8f79-8cac21371251,500000058594,,重庆市第八中学校渝北校区医务室,,,,,,,,,渝北区,500112,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,09faffc7-c224-4896-9647-8891f42a3b53,500000058606,,重庆铭医堂医院,,,,,,,,,两江新区,500132,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fcaa744b-eb78-4282-b0c3-b11c60f3f7ac,500000058610,,重庆铭博医院,,,,,,,,,两江新区,500132,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a5d0587e-db60-4162-b8b9-207fb7a732ac,500000058626,,重庆圣洁中西医结合医院,,,,,,,,,两江新区,500132,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a84af5e3-f28a-47f7-aa5b-24337eca805a,500000058628,,重庆奥园医院,,,,,,,,,两江新区,500132,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,54aae8bd-d269-40fa-bb69-950fd2b62512,500000058634,,万州区牌楼街道观音岩社区卫生服务站,,,,,,,,,万州区,500101,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b19bc1a4-3b65-45c2-856e-c26889b877fd,500000058640,,重庆两江民生医院,,,,,,,,,两江新区,500132,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,391bc936-8fd5-4a71-8442-ed779f1763ee,500000058662,,重庆眼视光眼科医院,,,,,,,,,渝中区,500103,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9592b62c-b0dc-44fb-b5b9-24042eeb8f98,500000058672,,重庆宏善中医医院,,,,,,,,,九龙坡区,500107,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7727345d-69d4-4d3c-b522-715a982e9ce7,500000058678,,重庆市长寿区菩提街道民生佳苑社区卫生服务站,,,,,,,,,长寿区,500115,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,0a0593a1-5cf1-4663-a959-101d53e1042b,500000058690,,重庆市戒毒康复所戒毒医院,,,,,,,,,北碚区,500109,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,292897c4-b13b-4702-b17c-dfa03d31de33,500000058700,,重庆市梁平区梁山初级中学医务室,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,342ac88e-a8a1-453b-b6fe-e8794c2f27cb,500000058714,,荣昌普众中医医院,,,,,,,,,荣昌区,500153,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b6bcc069-6a99-4bec-80c4-01263b052398,500000058718,,重庆小米熊儿童医院,,,,,,,,,南岸区,500108,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,31fcfc17-5449-4d38-a12e-900f3b6bc7c9,500000058730,,重庆爱宾欣康综合门诊部,,,,,,,,,江北区,500105,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,947a4e98-bee5-4bbe-af54-95e00ba39e5d,500000058746,,重庆乳安中医院,,,,,,,,,大渡口区,500104,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,d368c1cf-c0cb-4ad4-a541-4b1d3bb7799f,500000058792,,重庆市武隆中西医结合医院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1e2316fc-2c56-454a-9916-3ac6b169bc3d,500000058804,,重庆云朵美容医院,,,,,,,,,渝北区,500112,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,0fff8a63-320b-4086-aa13-e4e3cb668ab6,500000058808,,重庆仁合中医院,,,,,,,,,渝北区,500112,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fc6762a0-7184-495e-b884-1a5f845b89d3,500000058810,,渝北渝博口腔门诊部,,,,,,,,,渝北区,500112,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,483179cd-2437-4422-9e33-98443b91bde7,500000058812,,重庆市长寿区江南街道南滨路社区卫生服务站,,,,,,,,,长寿区,500115,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b8fa33aa-345b-46ff-8dc3-f3d4f05c5c52,500000058826,,重庆教育管理学校医务室,,,,,,,,,巴南区,500113,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,bd4d002a-bc02-40f1-96b7-5bc0bd5421c2,500000058832,,重庆十方合泰医院,,,,,,,,,大渡口区,500104,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c67a993b-834d-4da6-be44-8c473fef2f1f,500000058838,,忠县三汇镇先锋村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a5f3f814-082e-41ba-94de-5e1e343cb8fb,500000058846,,忠县拔山镇插花社区砚台卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7ea3f3ce-edee-438b-babb-b6ccdc1a36e3,500000058850,,重庆德牙德品口腔门诊部,,,,,,,,,江北区,500105,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9ee47fe7-d80e-4f86-b075-941269f255e2,500000058858,,忠县金车商贸有限责任公司医务室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9502b84b-538b-454d-98a6-91dfe62a546d,500000058862,,忠县金鸡镇桂林社区居委卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,8b292848-1365-4e11-b555-8f86bb534564,500000058864,,忠县金鸡镇蜂水村卫生室,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a802f4f4-d2dc-453b-ab5b-3019962fc47a,500000058884,,忠县康慈中医医院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c5c3b06c-cbf0-49b2-b515-3af945bb941c,500000058930,,重庆铜梁爱尔眼科医院,,,,,,,,,铜梁区,500151,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fcf63889-2919-4b1f-939b-8bfb4502cca8,500000058938,,重庆百龄康康复护理院,,,,,,,,,渝北区,500112,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,26f972ee-43f5-4dbf-89da-99e89b253066,500000058970,,重庆三峡学院医务室,,,,,,,,,万州区,500101,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,d6ca1088-69a8-4fb4-a3d6-9baf0139af41,500000058978,,重庆贝浮德奥口腔门诊部,,,,,,,,,璧山区,500120,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,47ea6907-d13e-4ed2-aafe-3cfda40bf391,500000058982,,重庆市梁平区竹山镇邵沟村卫生室,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,64b3738e-3672-4fae-9b62-30d4a83657e6,500000059020,,重庆恩喜橙美医疗美容门诊部,,,,,,,,,渝北区,500112,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,cc1ccd95-5946-4865-b251-1e135bb27452,500000059024,,重庆潼南华协中医医院,,,,,,,,,潼南区,500152,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,01954aab-9078-40c2-86cd-4f65db7def14,500000059028,,重庆造美济医疗美容门诊部,,,,,,,,,渝北区,500112,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,8f4b954c-7e65-49a5-aaeb-c03b86a4654f,500000059040,,重庆维乐口腔门诊部,,,,,,,,,渝北区,500112,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1e7a5356-ecdd-4c70-a430-c232f716b9b4,500000059068,,江津美琦口腔门诊部,,,,,,,,,江津区,500116,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,e5c12968-93f8-4916-bccf-16148b091ed9,500000059074,,重庆璧山牙博士璧城口腔门诊部,,,,,,,,,璧山区,500120,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,e2fb27e9-d236-4f0c-a76c-3214ead6b700,500000059120,,忠县巴蔓中医医院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,8ee40cc6-3cf7-4a74-bc24-bce0590328b5,500000059152,,重庆市荣昌区职业教育中心医务室,,,,,,,,,荣昌区,500153,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,2d2b4825-d379-423b-81ab-e96a5e5625db,500000059166,,重庆市璧山区八塘镇青云村卫生室,,,,,,,,,璧山区,500120,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,516cae7d-7078-49b7-9571-98a4361ecae4,500000059184,,重庆九龙坡夕阳红火养老中心医务室,,,,,,,,,九龙坡区,500107,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,e1abe62a-007e-43df-aac1-86e6846488c2,500000059198,,重庆维乐文口腔门诊部,,,,,,,,,渝北区,500112,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f51f670c-a2f6-4bfd-80ab-89e299120545,500000059200,,云阳双江街道大雁社区卫生服务站,,,,,,,,,云阳县,500235,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fc76c166-f9b5-4bf5-88da-6043aac86570,500000059202,,云阳双江街道黄金包社区卫生服务站,,,,,,,,,云阳县,500235,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,4b1d8e30-6a5e-41a8-80a3-79e15a68c583,500000059204,,云阳县双江街道莲花池社区卫生服务站,,,,,,,,,云阳县,500235,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5940b987-75a8-4b0f-8253-890fc559bf41,500000059206,,双江街道梨园社区卫生服务站,,,,,,,,,云阳县,500235,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,af1354e7-3bb3-4956-bce9-bf5a33374c48,500000059208,,云阳双江街道外滩社区卫生服务站,,,,,,,,,云阳县,500235,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,e15ea87d-0dad-4613-a60c-9bf4456f2fe4,500000059210,,云阳县双江街道杏家湾社区卫生服务站,,,,,,,,,云阳县,500235,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,222eb148-1ba8-4cdc-965a-c039976e29c6,500000059214,,重庆中肾医院,,,,,,,,,江北区,500105,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1a63eae2-9339-4e60-ae20-3e1e9048d4bc,500000059220,,重庆市长寿区晏家街道曹家堡社区卫生服务站,,,,,,,,,长寿区,500115,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,3ece8872-c8e2-4b89-9a36-952f142f01f2,500000059222,,重庆市长寿区晏家街道育才路社区卫生服务站,,,,,,,,,长寿区,500115,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,65b61512-9873-4277-ba82-9f59bfc796e8,500000059242,,重庆市武隆区黄莺乡新树村卫生室,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a1b88992-6f3d-4876-a71b-7540a0ccf9b2,500000059244,,涪陵衡生中医医院,,,,,,,,,涪陵区,500102,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,94c15f24-be5c-414c-adb5-25c002a1acba,500000059260,,圣贝乐口腔门诊部,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,e0ebf981-a4bd-4ac4-8e69-868a15eefea9,500000059266,,重庆欣德中西医结合医院,,,,,,,,,巴南区,500113,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9571f4f9-f906-4c26-82e5-f5356bc93660,500000059276,,重庆合川人文医院,,,,,,,,,合川区,500117,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1531a772-7312-45c3-b853-93c2eb207bbd,500000059306,,云阳县青龙街道柏杨湾社区卫生服务站,,,,,,,,,云阳县,500235,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1a181993-7458-4ed5-9ec3-4c0e51371efa,500000059308,,云阳县青龙街道民德社区卫生服务站,,,,,,,,,云阳县,500235,,,,,,,,,,,,,,,,,,,,,,,,,,
